"Nível";"Cód.";"Brasil e Município";"Grupo de idade";"Católica Apostólica Romana";"Evangélicas";"Espírita";"Umbanda e Candomblé";"Tradições indígenas";"Outras religiosidades";"Sem religião";"Não sabe";"Sem declaração"
"MU";"4305207";"Cerro Largo (RS)";"Total";"9616";"1811";"142";"4";"-";"180";"503";"-";"-"
"MU";"4305306";"Chapada (RS)";"Total";"6767";"1620";"24";"-";"-";"58";"89";"-";"-"
"MU";"4305355";"Charqueadas (RS)";"Total";"14970";"7389";"1348";"1824";"-";"940";"4881";"43";"-"
"MU";"4305371";"Charrua (RS)";"Total";"1751";"731";"-";"-";"-";"10";"4";"-";"-"
"MU";"4305405";"Chiapetta (RS)";"Total";"2318";"1056";"-";"-";"-";"10";"54";"-";"-"
"MU";"4305439";"Chuí (RS)";"Total";"1950";"407";"177";"248";"-";"624";"2068";"-";"3"
"MU";"4305447";"Chuvisca (RS)";"Total";"1783";"2171";"-";"-";"-";"46";"71";"-";"-"
"MU";"4305454";"Cidreira (RS)";"Total";"8137";"2814";"690";"1402";"5";"1056";"954";"-";"11"
"MU";"4305504";"Ciríaco (RS)";"Total";"3225";"452";"2";"-";"-";"30";"22";"-";"-"
"MU";"4305587";"Colinas (RS)";"Total";"887";"1179";"14";"5";"-";"17";"80";"-";"-"
"MU";"4305603";"Colorado (RS)";"Total";"2632";"234";"-";"30";"-";"15";"33";"-";"-"
"MU";"4305702";"Condor (RS)";"Total";"2492";"2839";"-";"-";"10";"83";"204";"-";"-"
"MU";"4305801";"Constantina (RS)";"Total";"7237";"1593";"34";"6";"-";"29";"185";"-";"-"
"MU";"4305835";"Coqueiro Baixo (RS)";"Total";"1159";"35";"-";"4";"-";"-";"4";"-";"-"
"MU";"4305850";"Coqueiros do Sul (RS)";"Total";"1068";"870";"14";"2";"-";"12";"21";"-";"-"
"MU";"4305871";"Coronel Barros (RS)";"Total";"781";"1655";"4";"8";"-";"26";"56";"-";"-"
"MU";"4305900";"Coronel Bicaco (RS)";"Total";"4000";"1177";"9";"5";"-";"114";"54";"-";"15"
"MU";"4305934";"Coronel Pilar (RS)";"Total";"1372";"102";"5";"4";"-";"3";"8";"-";"-"
"MU";"4305959";"Cotiporã (RS)";"Total";"3254";"209";"3";"12";"-";"16";"24";"-";"-"
"MU";"4305975";"Coxilha (RS)";"Total";"1816";"482";"6";"9";"2";"3";"3";"-";"-"
"MU";"4306007";"Crissiumal (RS)";"Total";"7198";"4183";"32";"-";"-";"71";"117";"-";"-"
"MU";"4306056";"Cristal (RS)";"Total";"3234";"2492";"15";"41";"16";"103";"478";"-";"4"
"MU";"4306072";"Cristal do Sul (RS)";"Total";"1849";"524";"-";"3";"-";"-";"10";"-";"-"
"MU";"4306106";"Cruz Alta (RS)";"Total";"31451";"11018";"1830";"1040";"12";"3114";"2824";"-";"52"
"MU";"4306130";"Cruzaltense (RS)";"Total";"1335";"147";"-";"-";"-";"-";"5";"-";"-"
"MU";"4306205";"Cruzeiro do Sul (RS)";"Total";"8329";"1756";"50";"101";"-";"72";"89";"-";"-"
"MU";"4306304";"David Canabarro (RS)";"Total";"3637";"208";"8";"-";"-";"36";"8";"-";"-"
"MU";"4306320";"Derrubadas (RS)";"Total";"1644";"734";"-";"-";"-";"-";"68";"-";"4"
"MU";"4306353";"Dezesseis de Novembro (RS)";"Total";"1393";"561";"138";"8";"-";"138";"37";"-";"-"
"MU";"4306379";"Dilermando de Aguiar (RS)";"Total";"1765";"472";"66";"58";"-";"49";"100";"-";"-"
"MU";"4306403";"Dois Irmãos (RS)";"Total";"19948";"4771";"383";"26";"5";"657";"1192";"-";"22"
"MU";"4306429";"Dois Irmãos das Missões (RS)";"Total";"1006";"662";"-";"-";"-";"6";"136";"-";"-"
"MU";"4306452";"Dois Lajeados (RS)";"Total";"2605";"133";"7";"3";"-";"25";"29";"-";"-"
"MU";"4306502";"Dom Feliciano (RS)";"Total";"9418";"1670";"99";"39";"-";"20";"376";"-";"-"
"MU";"4306551";"Dom Pedro de Alcântara (RS)";"Total";"1935";"283";"6";"-";"-";"14";"43";"-";"-"
"MU";"4306601";"Dom Pedrito (RS)";"Total";"18049";"8346";"1343";"1239";"-";"470";"3333";"-";"29"
"MU";"4306700";"Dona Francisca (RS)";"Total";"2152";"571";"8";"10";"-";"14";"14";"-";"-"
"MU";"4306734";"Doutor Maurício Cardoso (RS)";"Total";"2515";"1461";"9";"-";"-";"17";"32";"-";"-"
"MU";"4306759";"Doutor Ricardo (RS)";"Total";"1595";"115";"-";"-";"-";"5";"17";"-";"-"
"MU";"4306767";"Eldorado do Sul (RS)";"Total";"16213";"8979";"1104";"1291";"11";"1960";"4308";"11";"46"
"MU";"4306809";"Encantado (RS)";"Total";"15977";"3583";"74";"139";"-";"122";"424";"-";"-"
"MU";"4306908";"Encruzilhada do Sul (RS)";"Total";"15380";"2262";"350";"772";"-";"508";"1831";"-";"-"
"MU";"4306924";"Engenho Velho (RS)";"Total";"886";"181";"4";"-";"-";"-";"22";"-";"-"
"MU";"4306932";"Entre-Ijuís (RS)";"Total";"4749";"2925";"157";"20";"-";"146";"93";"-";"9"
"MU";"4306957";"Entre Rios do Sul (RS)";"Total";"2037";"303";"12";"-";"-";"18";"25";"-";"-"
"MU";"4306973";"Erebango (RS)";"Total";"1793";"682";"-";"10";"16";"46";"77";"-";"-"
"MU";"4307005";"Erechim (RS)";"Total";"68596";"17497";"1349";"657";"22";"1942";"3203";"-";"67"
"MU";"4307054";"Ernestina (RS)";"Total";"2011";"656";"23";"6";"-";"14";"7";"-";"-"
"MU";"4307104";"Herval (RS)";"Total";"2848";"1172";"158";"172";"-";"114";"1038";"-";"-"
"MU";"4307203";"Erval Grande (RS)";"Total";"3695";"676";"2";"2";"-";"9";"-";"-";"-"
"MU";"4307302";"Erval Seco (RS)";"Total";"3459";"2245";"6";"-";"33";"7";"187";"-";"-"
"MU";"4307401";"Esmeralda (RS)";"Total";"2109";"591";"40";"4";"-";"35";"29";"-";"-"
"MU";"4307450";"Esperança do Sul (RS)";"Total";"1307";"1481";"7";"2";"-";"17";"24";"-";"-"
"MU";"4307500";"Espumoso (RS)";"Total";"11917";"1260";"76";"14";"-";"70";"156";"-";"-"
"MU";"4307559";"Estação (RS)";"Total";"4179";"719";"10";"-";"-";"43";"63";"-";"-"
"MU";"4307609";"Estância Velha (RS)";"Total";"25583";"11912";"744";"624";"14";"1210";"1878";"-";"-"
"MU";"4307708";"Esteio (RS)";"Total";"38766";"13662";"2222";"3201";"35";"2567";"6537";"28";"86"
"MU";"4307807";"Estrela (RS)";"Total";"18521";"7421";"190";"331";"-";"622";"1167";"-";"-"
"MU";"4307815";"Estrela Velha (RS)";"Total";"2174";"504";"-";"-";"26";"3";"3";"-";"-"
"MU";"4307831";"Eugênio de Castro (RS)";"Total";"1394";"858";"61";"15";"-";"14";"31";"-";"-"
"MU";"4307864";"Fagundes Varela (RS)";"Total";"2214";"108";"6";"2";"-";"13";"3";"-";"-"
"MU";"4307906";"Farroupilha (RS)";"Total";"48130";"8952";"703";"661";"-";"1344";"2652";"-";"33"
"MU";"4308003";"Faxinal do Soturno (RS)";"Total";"4586";"1146";"39";"8";"-";"87";"142";"-";"-"
"MU";"4308052";"Faxinalzinho (RS)";"Total";"1728";"473";"-";"-";"-";"4";"28";"-";"-"
"MU";"4308078";"Fazenda Vilanova (RS)";"Total";"2571";"1005";"-";"7";"-";"60";"82";"-";"-"
"MU";"4308102";"Feliz (RS)";"Total";"9296";"2273";"89";"57";"-";"192";"356";"-";"-"
"MU";"4308201";"Flores da Cunha (RS)";"Total";"22442";"3451";"190";"223";"-";"512";"641";"-";"-"
"MU";"4308250";"Floriano Peixoto (RS)";"Total";"1321";"215";"-";"-";"-";"-";"-";"-";"-"
"MU";"4308300";"Fontoura Xavier (RS)";"Total";"7460";"672";"125";"6";"-";"156";"61";"-";"-"
"MU";"4308409";"Formigueiro (RS)";"Total";"4265";"1202";"82";"42";"-";"30";"102";"4";"4"
"MU";"4308433";"Forquetinha (RS)";"Total";"968";"1200";"-";"-";"-";"18";"-";"-";"-"
"MU";"4308458";"Fortaleza dos Valos (RS)";"Total";"2865";"988";"39";"7";"-";"18";"22";"-";"-"
"MU";"4308508";"Frederico Westphalen (RS)";"Total";"23824";"3532";"100";"248";"-";"322";"373";"-";"20"
"MU";"4308607";"Garibaldi (RS)";"Total";"25790";"3344";"235";"168";"-";"473";"604";"-";"11"
"MU";"4308656";"Garruchos (RS)";"Total";"1534";"699";"47";"19";"-";"26";"111";"-";"-"
"MU";"4308706";"Gaurama (RS)";"Total";"4603";"475";"15";"10";"-";"31";"24";"-";"-"
"MU";"4308805";"General Câmara (RS)";"Total";"4834";"1359";"205";"210";"-";"76";"88";"-";"-"
"MU";"4308854";"Gentil (RS)";"Total";"1252";"242";"5";"-";"-";"-";"5";"3";"-"
"MU";"4308904";"Getúlio Vargas (RS)";"Total";"11442";"2792";"253";"5";"1";"186";"153";"-";"-"
"MU";"4309001";"Giruá (RS)";"Total";"9137";"4676";"101";"-";"-";"121";"110";"-";"3"
"MU";"4309050";"Glorinha (RS)";"Total";"4573";"1234";"302";"128";"-";"114";"358";"-";"-"
"MU";"4309100";"Gramado (RS)";"Total";"22302";"6949";"797";"267";"15";"1606";"3237";"-";"42"
"MU";"4309126";"Gramado dos Loureiros (RS)";"Total";"1491";"247";"-";"2";"1";"16";"36";"-";"4"
"MU";"4309159";"Gramado Xavier (RS)";"Total";"2679";"207";"-";"-";"-";"-";"10";"-";"6"
"MU";"4309209";"Gravataí (RS)";"Total";"131449";"49547";"5955";"11070";"87";"9389";"25709";"43";"10"
"MU";"4309258";"Guabiju (RS)";"Total";"1218";"69";"10";"-";"-";"-";"-";"-";"-"
"MU";"4309308";"Guaíba (RS)";"Total";"42929";"18255";"2847";"5218";"21";"3060";"9358";"-";"103"
"MU";"4309407";"Guaporé (RS)";"Total";"18440";"2590";"166";"178";"-";"200";"791";"-";"-"
"MU";"4309506";"Guarani das Missões (RS)";"Total";"5665";"890";"11";"-";"-";"28";"129";"-";"-"
"MU";"4309555";"Harmonia (RS)";"Total";"4276";"357";"24";"3";"-";"85";"39";"-";"-"
"MU";"4309571";"Herveiras (RS)";"Total";"1643";"563";"-";"2";"-";"9";"20";"-";"-"
"MU";"4309605";"Horizontina (RS)";"Total";"9820";"6021";"95";"29";"-";"116";"534";"-";"-"
"MU";"4309654";"Hulha Negra (RS)";"Total";"2519";"1977";"72";"49";"-";"77";"463";"-";"3"
"MU";"4309704";"Humaitá (RS)";"Total";"3381";"764";"27";"2";"-";"7";"38";"-";"-"
"MU";"4309753";"Ibarama (RS)";"Total";"3056";"271";"35";"2";"-";"-";"2";"-";"-"
"MU";"4309803";"Ibiaçá (RS)";"Total";"2996";"352";"6";"9";"-";"5";"709";"-";"-"
"MU";"4309902";"Ibiraiaras (RS)";"Total";"5094";"667";"28";"-";"-";"23";"210";"-";"-"
"MU";"4309951";"Ibirapuitã (RS)";"Total";"2433";"793";"5";"3";"-";"28";"35";"-";"-"
"MU";"4310009";"Ibirubá (RS)";"Total";"10701";"6893";"279";"192";"-";"518";"481";"-";"-"
"MU";"4310108";"Igrejinha (RS)";"Total";"15580";"9832";"251";"250";"-";"488";"2168";"-";"39"
"MU";"4310207";"Ijuí (RS)";"Total";"41760";"27307";"675";"275";"-";"1190";"3305";"-";"20"
"MU";"4310306";"Ilópolis (RS)";"Total";"3350";"327";"-";"4";"-";"3";"31";"-";"-"
"MU";"4310330";"Imbé (RS)";"Total";"12443";"3881";"974";"896";"-";"1063";"4304";"19";"56"
"MU";"4310363";"Imigrante (RS)";"Total";"1587";"1155";"26";"-";"-";"5";"38";"-";"-"
"MU";"4310405";"Independência (RS)";"Total";"4205";"1401";"2";"-";"-";"10";"65";"-";"2"
"MU";"4310413";"Inhacorá (RS)";"Total";"1093";"645";"-";"-";"-";"12";"14";"-";"-"
"MU";"4310439";"Ipê (RS)";"Total";"4313";"379";"21";"9";"-";"58";"63";"-";"-"
"MU";"4310462";"Ipiranga do Sul (RS)";"Total";"1455";"83";"4";"2";"-";"3";"12";"-";"2"
"MU";"4310504";"Iraí (RS)";"Total";"4924";"1288";"52";"4";"-";"88";"118";"-";"58"
"MU";"4310538";"Itaara (RS)";"Total";"3241";"1001";"182";"123";"-";"179";"219";"-";"-"
"MU";"4310553";"Itacurubi (RS)";"Total";"1320";"1138";"58";"-";"-";"25";"144";"-";"-"
"MU";"4310579";"Itapuca (RS)";"Total";"1664";"63";"-";"-";"-";"2";"1";"-";"-"
"MU";"4310603";"Itaqui (RS)";"Total";"15308";"9502";"1220";"666";"-";"954";"3288";"-";"-"
"MU";"4310652";"Itati (RS)";"Total";"1469";"760";"6";"15";"-";"49";"24";"-";"-"
"MU";"4310702";"Itatiba do Sul (RS)";"Total";"2550";"305";"-";"4";"-";"17";"34";"-";"-"
"MU";"4310751";"Ivorá (RS)";"Total";"1636";"130";"-";"2";"-";"7";"12";"-";"-"
"MU";"4310801";"Ivoti (RS)";"Total";"13310";"5388";"240";"82";"-";"473";"883";"12";"12"
"MU";"4310850";"Jaboticaba (RS)";"Total";"2382";"933";"10";"6";"-";"41";"15";"-";"-"
"MU";"4310876";"Jacuizinho (RS)";"Total";"1420";"365";"10";"-";"-";"14";"19";"-";"-"
"MU";"4310900";"Jacutinga (RS)";"Total";"2754";"231";"13";"-";"-";"7";"4";"-";"-"
"MU";"4311007";"Jaguarão (RS)";"Total";"12002";"1981";"2034";"1448";"-";"775";"5409";"30";"-"
"MU";"4311106";"Jaguari (RS)";"Total";"8256";"865";"143";"50";"-";"94";"245";"-";"-"
"MU";"4311122";"Jaquirana (RS)";"Total";"2453";"656";"13";"3";"-";"22";"65";"-";"-"
"MU";"4311130";"Jari (RS)";"Total";"2365";"497";"42";"13";"-";"17";"51";"-";"-"
"MU";"4311155";"Jóia (RS)";"Total";"4287";"1761";"173";"26";"-";"46";"128";"-";"7"
"MU";"4311205";"Júlio de Castilhos (RS)";"Total";"12862";"2104";"217";"220";"-";"213";"464";"9";"11"
"MU";"4311239";"Lagoa Bonita do Sul (RS)";"Total";"1817";"210";"2";"2";"-";"-";"8";"-";"-"
"MU";"4311254";"Lagoão (RS)";"Total";"4258";"348";"9";"2";"-";"54";"28";"-";"-"
"MU";"4311270";"Lagoa dos Três Cantos (RS)";"Total";"849";"654";"-";"-";"-";"17";"19";"-";"-"
"MU";"4311304";"Lagoa Vermelha (RS)";"Total";"18236";"4756";"265";"224";"-";"383";"271";"-";"17"
"MU";"4311403";"Lajeado (RS)";"Total";"54003";"20202";"1365";"777";"-";"1303";"3927";"234";"-"
"MU";"4311429";"Lajeado do Bugre (RS)";"Total";"682";"1196";"2";"-";"-";"8";"356";"-";"5"
"MU";"4311502";"Lavras do Sul (RS)";"Total";"4340";"1101";"348";"77";"-";"97";"398";"27";"-"
"MU";"4311601";"Liberato Salzano (RS)";"Total";"3761";"450";"-";"2";"-";"5";"5";"-";"-"
"MU";"4311627";"Lindolfo Collor (RS)";"Total";"2813";"2252";"11";"8";"-";"120";"180";"-";"-"
"MU";"4311643";"Linha Nova (RS)";"Total";"396";"914";"-";"2";"-";"199";"34";"-";"-"
"MU";"4311700";"Machadinho (RS)";"Total";"4379";"606";"8";"-";"-";"28";"48";"-";"-"
"MU";"4311718";"Maçambará (RS)";"Total";"2251";"1360";"101";"8";"-";"16";"133";"-";"-"
"MU";"4311734";"Mampituba (RS)";"Total";"2276";"303";"3";"14";"-";"9";"137";"-";"-"
"MU";"4311759";"Manoel Viana (RS)";"Total";"3967";"1192";"196";"60";"-";"170";"449";"3";"3"
"MU";"4311775";"Maquiné (RS)";"Total";"4946";"924";"60";"47";"64";"184";"351";"-";"-"
"MU";"4311791";"Maratá (RS)";"Total";"1666";"524";"6";"-";"-";"14";"17";"-";"-"
"MU";"4311809";"Marau (RS)";"Total";"30709";"5800";"129";"204";"-";"1416";"975";"-";"95"
"MU";"4311908";"Marcelino Ramos (RS)";"Total";"3024";"838";"12";"3";"-";"4";"39";"-";"-"
"MU";"4311981";"Mariana Pimentel (RS)";"Total";"2622";"633";"18";"40";"-";"109";"95";"-";"-"
"MU";"4312005";"Mariano Moro (RS)";"Total";"1593";"81";"-";"-";"-";"3";"18";"-";"-"
"MU";"4312054";"Marques de Souza (RS)";"Total";"1465";"2022";"13";"-";"-";"51";"31";"-";"-"
"MU";"4312104";"Mata (RS)";"Total";"3229";"776";"39";"12";"-";"12";"184";"-";"-"
"MU";"4312138";"Mato Castelhano (RS)";"Total";"1855";"305";"2";"6";"-";"8";"37";"-";"-"
"MU";"4312153";"Mato Leitão (RS)";"Total";"3317";"870";"-";"84";"-";"40";"10";"-";"-"
"MU";"4312179";"Mato Queimado (RS)";"Total";"1449";"129";"-";"-";"-";"-";"33";"-";"-"
"MU";"4312203";"Maximiliano de Almeida (RS)";"Total";"3275";"437";"-";"-";"-";"12";"33";"-";"-"
"MU";"4312252";"Minas do Leão (RS)";"Total";"3770";"1830";"146";"65";"-";"244";"514";"-";"-"
"MU";"4312302";"Miraguaí (RS)";"Total";"2073";"1688";"11";"4";"-";"9";"97";"-";"-"
"MU";"4312351";"Montauri (RS)";"Total";"1343";"18";"-";"-";"-";"-";"5";"-";"-"
"MU";"4312377";"Monte Alegre dos Campos (RS)";"Total";"2371";"382";"7";"5";"-";"-";"20";"-";"-"
"MU";"4312385";"Monte Belo do Sul (RS)";"Total";"2219";"90";"13";"-";"-";"8";"9";"-";"-"
"MU";"4312401";"Montenegro (RS)";"Total";"37309";"12501";"1125";"1126";"-";"1674";"2761";"10";"3"
"MU";"4312427";"Mormaço (RS)";"Total";"2100";"347";"-";"4";"-";"-";"4";"-";"-"
"MU";"4312443";"Morrinhos do Sul (RS)";"Total";"2500";"193";"-";"12";"-";"15";"22";"-";"-"
"MU";"4312450";"Morro Redondo (RS)";"Total";"1735";"2600";"129";"88";"-";"116";"773";"-";"2"
"MU";"4312476";"Morro Reuter (RS)";"Total";"4358";"779";"19";"7";"-";"130";"136";"-";"-"
"MU";"4312500";"Mostardas (RS)";"Total";"7085";"2510";"58";"137";"-";"240";"474";"-";"25"
"MU";"4312609";"Muçum (RS)";"Total";"3386";"605";"19";"22";"-";"23";"49";"-";"-"
"MU";"4312617";"Muitos Capões (RS)";"Total";"1857";"224";"19";"5";"-";"361";"23";"-";"-"
"MU";"4312625";"Muliterno (RS)";"Total";"1234";"217";"17";"-";"-";"1";"51";"-";"-"
"MU";"4312658";"Não-Me-Toque (RS)";"Total";"11135";"4164";"40";"40";"25";"62";"193";"-";"-"
"MU";"4312674";"Nicolau Vergueiro (RS)";"Total";"1448";"252";"-";"-";"-";"10";"8";"-";"-"
"MU";"4312708";"Nonoai (RS)";"Total";"7702";"3666";"59";"24";"3";"167";"122";"25";"-"
"MU";"4312757";"Nova Alvorada (RS)";"Total";"2703";"88";"-";"5";"-";"-";"2";"-";"-"
"MU";"4312807";"Nova Araçá (RS)";"Total";"3536";"328";"6";"40";"-";"93";"363";"-";"-"
"MU";"4312906";"Nova Bassano (RS)";"Total";"7848";"626";"-";"31";"-";"26";"108";"-";"5"
"MU";"4312955";"Nova Boa Vista (RS)";"Total";"1556";"270";"1";"-";"-";"2";"10";"-";"-"
"MU";"4313003";"Nova Bréscia (RS)";"Total";"2565";"173";"-";"-";"-";"8";"23";"-";"-"
"MU";"4313011";"Nova Candelária (RS)";"Total";"2342";"360";"-";"-";"-";"4";"7";"-";"-"
"MU";"4313037";"Nova Esperança do Sul (RS)";"Total";"3517";"668";"11";"25";"-";"37";"103";"-";"-"
"MU";"4313060";"Nova Hartz (RS)";"Total";"9335";"6496";"42";"94";"-";"330";"759";"-";"-"
"MU";"4313086";"Nova Pádua (RS)";"Total";"2011";"79";"8";"6";"-";"30";"4";"-";"-"
"MU";"4313102";"Nova Palma (RS)";"Total";"4570";"381";"4";"-";"-";"49";"50";"-";"-"
"MU";"4313201";"Nova Petrópolis (RS)";"Total";"10885";"7857";"249";"79";"-";"517";"1058";"-";"-"
"MU";"4313300";"Nova Prata (RS)";"Total";"18211";"3461";"238";"92";"-";"256";"437";"-";"-"
"MU";"4313334";"Nova Ramada (RS)";"Total";"1144";"775";"3";"-";"-";"3";"19";"-";"-"
"MU";"4313359";"Nova Roma do Sul (RS)";"Total";"2987";"154";"-";"-";"-";"6";"14";"-";"-"
"MU";"4313375";"Nova Santa Rita (RS)";"Total";"12240";"6585";"474";"1091";"-";"2285";"2132";"-";"-"
"MU";"4313391";"Novo Cabrais (RS)";"Total";"1997";"1173";"6";"-";"-";"8";"23";"-";"-"
"MU";"4313409";"Novo Hamburgo (RS)";"Total";"111127";"65683";"3666";"2019";"115";"5620";"13350";"11";"140"
"MU";"4313425";"Novo Machado (RS)";"Total";"958";"1931";"-";"-";"-";"5";"28";"-";"-"
"MU";"4313441";"Novo Tiradentes (RS)";"Total";"1555";"308";"7";"-";"-";"14";"22";"-";"-"
"MU";"4313466";"Novo Xingu (RS)";"Total";"659";"789";"-";"-";"-";"8";"9";"-";"-"
"MU";"4313490";"Novo Barreiro (RS)";"Total";"2374";"1313";"-";"-";"-";"34";"34";"-";"-"
"MU";"4313508";"Osório (RS)";"Total";"22982";"6880";"1209";"909";"62";"3779";"5592";"-";"185"
"MU";"4313607";"Paim Filho (RS)";"Total";"2913";"380";"4";"4";"-";"2";"22";"-";"-"
"MU";"4313656";"Palmares do Sul (RS)";"Total";"7373";"2085";"132";"596";"15";"498";"707";"-";"-"
"MU";"4313706";"Palmeira das Missões (RS)";"Total";"17379";"9363";"307";"97";"-";"458";"1240";"-";"52"
"MU";"4313805";"Palmitinho (RS)";"Total";"5484";"1137";"19";"-";"-";"184";"37";"-";"3"
"MU";"4313904";"Panambi (RS)";"Total";"14939";"20540";"181";"20";"-";"837";"1198";"17";"14"
"MU";"4313953";"Pantano Grande (RS)";"Total";"6228";"1426";"149";"318";"-";"118";"696";"-";"-"
"MU";"4314001";"Paraí (RS)";"Total";"5779";"543";"25";"23";"-";"24";"27";"-";"-"
"MU";"4314027";"Paraíso do Sul (RS)";"Total";"2476";"3253";"4";"5";"-";"104";"36";"-";"-"
"MU";"4314035";"Pareci Novo (RS)";"Total";"3090";"545";"23";"12";"-";"31";"90";"-";"-"
"MU";"4314050";"Parobé (RS)";"Total";"27421";"13487";"274";"321";"-";"1115";"2400";"24";"16"
"MU";"4314068";"Passa Sete (RS)";"Total";"3233";"184";"7";"8";"-";"125";"5";"-";"-"
"MU";"4314076";"Passo do Sobrado (RS)";"Total";"4675";"559";"20";"41";"-";"19";"52";"-";"-"
"MU";"4314100";"Passo Fundo (RS)";"Total";"125378";"34634";"3547";"3574";"11";"5452";"7406";"37";"87"
"MU";"4314134";"Paulo Bento (RS)";"Total";"1475";"437";"11";"-";"-";"11";"16";"-";"-"
"MU";"4314159";"Paverama (RS)";"Total";"4768";"1981";"49";"5";"-";"154";"82";"-";"-"
"MU";"4314175";"Pedras Altas (RS)";"Total";"1059";"360";"25";"30";"-";"19";"328";"3";"-"
"MU";"4314209";"Pedro Osório (RS)";"Total";"1991";"1691";"400";"379";"-";"111";"2030";"3";"43"
"MU";"4314308";"Pejuçara (RS)";"Total";"2511";"689";"-";"-";"-";"63";"64";"-";"-"
"MU";"4314407";"Pelotas (RS)";"Total";"97024";"65605";"22938";"20207";"31";"13055";"68643";"934";"184"
"MU";"4314423";"Picada Café (RS)";"Total";"3069";"1558";"26";"5";"3";"56";"81";"3";"-"
"MU";"4314456";"Pinhal (RS)";"Total";"2132";"425";"6";"-";"-";"-";"7";"-";"4"
"MU";"4314464";"Pinhal da Serra (RS)";"Total";"1395";"531";"12";"2";"-";"30";"30";"-";"-"
"MU";"4314472";"Pinhal Grande (RS)";"Total";"3124";"300";"-";"-";"-";"3";"22";"-";"-"
"MU";"4314498";"Pinheirinho do Vale (RS)";"Total";"3146";"647";"-";"-";"-";"77";"80";"-";"-"
"MU";"4314506";"Pinheiro Machado (RS)";"Total";"5545";"1925";"231";"502";"6";"194";"1652";"50";"-"
"MU";"4314548";"Pinto Bandeira (RS)";"Total";"2208";"176";"13";"-";"2";"38";"14";"-";"-"
"MU";"4314555";"Pirapó (RS)";"Total";"1726";"310";"14";"2";"-";"6";"20";"-";"-"
"MU";"4314605";"Piratini (RS)";"Total";"8268";"3002";"607";"1064";"-";"298";"2504";"-";"-"
"MU";"4314704";"Planalto (RS)";"Total";"7695";"1093";"-";"12";"3";"57";"235";"-";"1"
"MU";"4314753";"Poço das Antas (RS)";"Total";"1528";"386";"2";"-";"-";"25";"4";"-";"-"
"MU";"4314779";"Pontão (RS)";"Total";"2360";"510";"-";"12";"-";"12";"18";"-";"-"
"MU";"4314787";"Ponte Preta (RS)";"Total";"1319";"89";"-";"-";"-";"10";"4";"-";"-"
"MU";"4314803";"Portão (RS)";"Total";"18823";"7386";"613";"352";"55";"621";"1816";"-";"13"
"MU";"4314902";"Porto Alegre (RS)";"Total";"648995";"157867";"65330";"75744";"844";"56693";"185353";"606";"249"
"MU";"4315008";"Porto Lucena (RS)";"Total";"3063";"864";"5";"10";"5";"14";"23";"-";"-"
"MU";"4315057";"Porto Mauá (RS)";"Total";"1572";"341";"7";"-";"-";"13";"17";"-";"-"
"MU";"4315073";"Porto Vera Cruz (RS)";"Total";"1202";"167";"2";"-";"-";"21";"11";"-";"4"
"MU";"4315107";"Porto Xavier (RS)";"Total";"5747";"2704";"51";"34";"-";"12";"243";"-";"-"
"MU";"4315131";"Pouso Novo (RS)";"Total";"1476";"73";"6";"-";"-";"-";"3";"-";"-"
"MU";"4315149";"Presidente Lucena (RS)";"Total";"2037";"557";"7";"33";"-";"43";"19";"-";"-"
"MU";"4315156";"Progresso (RS)";"Total";"4677";"136";"11";"7";"-";"14";"10";"-";"-"
"MU";"4315172";"Protásio Alves (RS)";"Total";"1676";"133";"2";"-";"-";"7";"5";"-";"-"
"MU";"4315206";"Putinga (RS)";"Total";"3237";"150";"3";"-";"-";"-";"7";"-";"-"
"MU";"4315305";"Quaraí (RS)";"Total";"9920";"6581";"585";"472";"-";"801";"1884";"21";"-"
"MU";"4315313";"Quatro Irmãos (RS)";"Total";"904";"445";"-";"-";"-";"10";"12";"-";"-"
"MU";"4315321";"Quevedos (RS)";"Total";"1673";"524";"3";"7";"-";"30";"26";"-";"-"
"MU";"4315354";"Quinze de Novembro (RS)";"Total";"1006";"2390";"14";"40";"5";"15";"22";"-";"-"
"MU";"4315404";"Redentora (RS)";"Total";"3539";"3685";"4";"-";"64";"123";"546";"-";"4"
"MU";"4315453";"Relvado (RS)";"Total";"1589";"56";"2";"2";"-";"-";"7";"-";"-"
"MU";"4315503";"Restinga Sêca (RS)";"Total";"9399";"2972";"176";"268";"-";"120";"374";"-";"-"
"MU";"4315552";"Rio dos Índios (RS)";"Total";"2196";"322";"-";"-";"-";"9";"12";"-";"-"
"MU";"4315602";"Rio Grande (RS)";"Total";"59022";"28967";"13116";"15628";"30";"8360";"43155";"53";"92"
"MU";"4315701";"Rio Pardo (RS)";"Total";"23876";"3946";"393";"1082";"-";"492";"897";"-";"11"
"MU";"4315750";"Riozinho (RS)";"Total";"3350";"532";"6";"10";"13";"17";"33";"-";"3"
"MU";"4315800";"Roca Sales (RS)";"Total";"6836";"2166";"4";"19";"-";"72";"144";"-";"-"
"MU";"4315909";"Rodeio Bonito (RS)";"Total";"4654";"1046";"7";"2";"-";"28";"39";"-";"-"
"MU";"4315958";"Rolador (RS)";"Total";"1473";"535";"9";"7";"-";"12";"48";"-";"-"
