uf;municipio;lat;long;population;catolica-apostolica-romana;evangelicas;espirita;umbanda-e-candomble;tradicoes-indigenas;outras-religiosidades;sem-religiao;nao-sabe;sem-declaracao
AM;Borba;-4.3906198915;-59.5945590195;26148;58.219;37.441;0.0;0.069;0.004;1.675;2.444;0.099;0.05
AM;Caapiranga;-3.3300933919;-61.2113341332;10868;39.087;48.804;0.0;0.0;0.0;2.236;9.845;0.028;0.0
AM;Canutama;-6.5291060758;-64.3942308189;13894;56.06;38.535;0.022;0.036;0.079;0.641;3.764;0.741;0.122
AM;Carauari;-4.8816659042;-66.8966352817;22739;45.49;46.827;0.04;0.004;0.506;0.651;6.381;0.057;0.044
AM;Careiro;-3.82244727;-60.3638098437;25083;38.931;50.006;0.116;0.315;0.0;2.587;7.83;0.0;0.215
AM;Careiro da Várzea;-3.1973965949;-59.8263140608;16121;49.091;43.775;0.0;0.0;0.0;0.502;6.364;0.037;0.23
AM;Coari;-4.0842191588;-63.1421839841;56061;51.11;43.533;0.107;0.021;0.045;1.35;3.767;0.02;0.046
AM;Codajás;-3.8430459327;-62.0634296605;18690;48.523;47.758;0.054;0.0;0.0;0.642;2.857;0.0;0.166
AM;Eirunepé;-6.6673525669;-69.8662902624;26020;61.514;31.537;0.05;0.0;1.587;1.118;4.001;0.058;0.135
AM;Envira;-7.439817544;-70.030412543;13318;58.192;32.595;0.766;0.0;1.089;2.245;4.821;0.128;0.165
AM;Fonte Boa;-2.5122706845;-66.0965029898;20114;60.346;36.403;0.0;0.0;0.144;0.547;2.516;0.0;0.045
AM;Guajará;-7.5477744148;-72.5824305383;11059;55.602;37.336;0.298;0.045;0.0;0.534;6.185;0.0;0.0
AM;Humaitá;-7.5122249506;-63.0266980219;46282;65.766;25.939;0.084;0.123;2.342;1.77;3.894;0.06;0.022
AM;Ipixuna;-7.0509801144;-71.6944180603;18402;69.607;20.313;0.043;0.005;0.446;1.31;7.901;0.033;0.342
AM;Iranduba;-3.2810538776;-60.1933881661;50038;36.079;47.462;0.15;0.444;0.044;7.26;8.172;0.168;0.222
AM;Itacoatiara;-3.1403788039;-58.4401754368;84964;47.238;41.154;0.111;0.102;0.032;2.275;8.865;0.102;0.121
AM;Itamarati;-6.4377993486;-68.247917436;8149;46.766;39.821;0.0;0.11;8.615;0.859;3.252;0.0;0.577
AM;Itapiranga;-2.7418427523;-58.034545884;8235;43.206;49.775;0.0;0.085;0.0;0.583;6.351;0.0;0.0
AM;Japurá;-1.8808448587;-66.9969034946;6538;41.756;45.824;0.0;0.0;0.122;0.765;10.951;0.031;0.551
AM;Juruá;-3.4748895989;-66.0630419255;8409;34.154;49.388;0.0;0.0;2.878;2.164;11.416;0.0;0.0
AM;Jutaí;-2.7446464469;-66.7713275467;18560;38.901;43.254;0.0;0.189;0.329;5.959;9.149;0.625;1.595
AM;Lábrea;-7.2619465533;-64.7947730275;36155;54.985;34.089;0.033;0.006;0.152;2.373;8.195;0.028;0.138
AM;Manacapuru;-3.2982780355;-60.6205894459;82404;36.859;51.775;0.129;0.024;0.086;3.542;7.523;0.045;0.017
AM;Manaquiri;-3.4290796694;-60.4588813064;13777;42.847;47.391;0.0;0.073;0.0;2.381;7.266;0.0;0.044
AM;Manaus;-3.1346914912;-60.0233351811;1739753;44.377;39.487;0.626;0.533;0.022;5.978;8.846;0.083;0.048
AM;Manicoré;-5.8132052612;-61.2992484089;42458;63.425;30.315;0.146;0.054;0.031;0.836;5.118;0.026;0.049
AM;Maraã;-1.8664368773;-65.5742837032;11572;47.14;46.924;0.0;0.0;0.017;0.372;5.159;0.06;0.328
AM;Maués;-3.3864279262;-57.7150343868;46863;66.208;30.709;0.0;0.036;0.0;0.939;1.916;0.092;0.1
AM;Nhamundá;-2.1889837669;-56.7167699133;15882;82.332;17.076;0.0;0.0;0.0;0.447;0.145;0.0;0.0
AM;Nova Olinda do Norte;-3.8875928319;-59.093074026;20972;54.988;40.993;0.0;0.124;0.0;1.86;1.898;0.095;0.043
AM;Novo Airão;-2.623432459;-60.9488107078;12398;38.482;42.934;0.339;0.0;1.678;3.654;12.76;0.153;0.0
AM;Novo Aripuanã;-5.1226693142;-60.377045669;19137;56.451;35.7;0.0;0.073;0.0;0.946;6.339;0.0;0.491
AM;Parintins;-2.6270525858;-56.7362921452;78596;73.59;22.394;0.139;0.229;0.0;1.066;2.54;0.014;0.028
AM;Pauini;-7.7140436443;-67.0020974885;15048;55.894;35.965;0.073;0.08;0.339;3.515;3.841;0.0;0.292
AM;Presidente Figueiredo;-2.0584290852;-60.0256468345;25067;34.208;49.551;0.227;0.148;1.472;5.701;8.473;0.068;0.152
AM;Rio Preto da Eva;-2.6933015416;-59.7047380942;20318;34.221;50.758;0.0;0.059;0.0;3.298;11.581;0.084;0.0
AM;Santa Isabel do Rio Negro;-0.4166948319;-65.0200226395;10535;68.078;16.811;0.038;0.0;11.894;0.636;0.256;0.0;2.288
AM;Santo Antônio do Içá;-3.1074863092;-67.9464851439;20874;27.58;50.723;0.0;0.029;0.144;13.251;7.814;0.134;0.326
AM;São Gabriel da Cachoeira;-0.1364627881;-67.0836428963;39271;64.103;28.978;0.102;0.089;0.087;1.204;2.129;0.104;3.203
AM;São Paulo de Olivença;-3.4665096235;-68.9448534881;23949;37.233;52.315;0.0;0.0;0.0;7.349;2.393;0.175;0.534
AM;São Sebastião do Uatumã;-2.5701525797;-57.8703463558;9077;37.039;48.353;0.0;0.088;0.0;2.358;12.163;0.0;0.0
AM;Silves;-2.8364274297;-58.2148008608;9062;61.179;34.22;0.0;0.055;0.0;0.728;3.642;0.0;0.177
AM;Tabatinga;-4.2318836756;-69.9462443752;51001;40.574;43.458;0.11;0.086;0.043;9.41;5.739;0.565;0.016
AM;Tapauá;-5.6242235178;-63.1870948672;15517;30.412;60.695;0.0;0.0;2.578;0.857;4.505;0.516;0.438
AM;Tefé;-3.3483724939;-64.7084196633;57722;42.173;49.205;0.126;0.059;0.019;2.412;5.932;0.012;0.062
AM;Tonantins;-2.8610912498;-67.7764822807;14282;57.352;30.934;0.0;0.035;0.0;6.449;0.763;0.0;4.467
AM;Uarini;-2.9836092427;-65.1553456402;11254;43.176;47.13;0.0;0.382;0.0;0.586;8.593;0.0;0.133
AM;Urucará;-2.5366116718;-57.7598281746;15286;62.901;33.017;0.052;0.026;0.0;1.74;2.139;0.098;0.026
AM;Urucurituba;-3.1346331156;-58.1596410413;19672;63.69;27.201;0.0;0.0;0.0;0.58;8.352;0.02;0.158
RR;Amajari;3.6521184454;-61.4205901727;10010;31.508;26.314;0.0;0.12;25.375;2.567;14.006;0.0;0.11
RR;Alto Alegre;2.9938229477;-61.3140223901;15236;29.279;20.694;0.138;0.046;23.549;2.75;23.464;0.0;0.079
RR;Boa Vista;2.8166819191;-60.670532673;339493;36.417;34.369;0.87;0.408;0.039;9.528;17.974;0.139;0.255
RR;Bonfim;3.3502886191;-59.8780066289;10330;51.462;32.759;0.106;0.426;0.155;10.823;3.988;0.039;0.242
RR;Cantá;2.6076663984;-60.6020628476;14584;47.758;34.984;0.473;0.329;0.0;3.415;12.781;0.0;0.261
RR;Caracaraí;1.8038712473;-61.1491768701;16374;40.986;39.123;0.128;0.061;2.803;2.26;14.376;0.0;0.263
RR;Caroebe;0.8726745072;-59.6948100737;8510;25.546;49.495;0.0;0.071;0.0;3.702;21.187;0.0;0.0
RR;Iracema;2.1682147652;-61.052258585;7926;39.087;33.712;0.0;0.038;8.491;2.94;15.216;0.202;0.315
RR;Mucajaí;2.4797722351;-60.9115185306;14465;44.694;30.971;0.124;0.041;1.293;2.717;20.118;0.0;0.041
RR;Normandia;3.8829782853;-59.6352062836;9617;53.208;34.98;0.0;0.0;3.983;3.639;3.931;0.26;0.0
RR;Pacaraima;4.4752593402;-61.1473063471;14172;35.5;40.502;0.332;0.078;0.106;8.256;10.563;0.0;4.664
RR;Rorainópolis;0.9371953936;-60.425060494;26201;38.124;38.762;0.302;0.038;1.427;2.237;19.072;0.0;0.038
RR;São João da Baliza;0.9471574275;-59.9060443452;7149;29.431;41.824;0.308;0.056;0.0;3.693;24.409;0.0;0.28
RR;São Luiz;1.0181116274;-60.0282667742;5971;45.001;32.876;0.0;0.084;0.0;4.756;17.133;0.0;0.151
RR;Uiramutã;4.5854403875;-60.195716148;8879;66.607;20.971;0.056;0.0;1.374;10.407;0.327;0.0;0.259
PA;Abaetetuba;-1.7234698628;-48.8844038207;133252;59.786;32.884;0.183;0.128;0.0;2.167;4.618;0.008;0.226
PA;Abel Figueiredo;-4.9513908955;-48.3967621258;5118;51.329;36.381;0.0;0.0;0.0;2.11;10.18;0.0;0.0
PA;Acará;-1.9634365;-48.2004564318;48744;45.866;45.259;0.0;0.064;0.016;0.757;7.95;0.0;0.088
PA;Afuá;-0.1591716938;-50.3914275892;29356;71.941;24.022;0.0;0.146;0.0;0.167;3.706;0.0;0.017
PA;Água Azul do Norte;-6.8049488674;-50.4852745073;14771;64.457;31.927;0.068;0.149;0.9;0.501;1.828;0.0;0.169
PA;Alenquer;-1.951397505;-54.7408623502;55368;69.262;25.556;0.0;0.027;0.018;0.737;4.089;0.052;0.258
PA;Almeirim;-1.5273388028;-52.5768350868;27418;61.467;32.034;0.102;0.069;0.026;1.736;4.293;0.0;0.274
PA;Altamira;-3.20565951;-52.2143763052;104521;44.282;38.389;0.406;0.425;0.088;4.625;11.574;0.036;0.175
PA;Anajás;-0.984451394;-49.9450010405;21074;51.167;45.43;0.047;0.0;0.0;0.636;2.719;0.0;0.0
PA;Ananindeua;-1.3687135683;-48.3720666542;416517;49.623;37.53;0.797;0.768;0.022;3.968;7.2;0.0;0.092
PA;Anapu;-3.4761046351;-51.2016217985;25426;39.157;43.597;0.075;0.216;0.031;2.344;14.233;0.0;0.346
PA;Augusto Corrêa;-1.02292101;-46.6416457857;36572;69.939;24.552;0.025;0.019;0.0;2.196;3.27;0.0;0.0
PA;Aurora do Pará;-2.1293760132;-47.5561746036;19546;69.073;28.067;0.046;0.056;0.01;0.501;2.246;0.0;0.0
PA;Aveiro;-3.6055952593;-55.3307343898;14418;59.738;32.987;0.0;0.055;2.06;2.414;2.747;0.0;0.0
PA;Bagre;-1.8898080604;-50.2219869206;23417;39.702;53.376;0.0;0.0;0.0;1.277;5.641;0.0;0.004
PA;Baião;-2.7919618614;-49.6727533733;43025;78.368;18.903;0.0;0.081;0.009;0.302;2.336;0.0;0.0
PA;Bannach;-7.3510721924;-50.4060471215;3357;47.93;42.925;0.209;0.0;0.089;2.324;6.524;0.0;0.0
PA;Barcarena;-1.505767005;-48.6270728925;105846;43.073;43.867;0.277;0.161;0.009;3.742;8.684;0.043;0.145
PA;Belém;-1.459845;-48.4878256875;1152775;55.246;33.43;1.271;0.811;0.008;3.413;5.723;0.019;0.079
PA;Belterra;-2.6490201695;-54.9426747393;14917;58.356;35.094;0.027;0.114;0.034;1.354;4.673;0.074;0.275
PA;Benevides;-1.361437515;-48.2418364506;53849;43.681;45.245;0.089;0.607;0.02;2.561;7.694;0.03;0.072
PA;Bom Jesus do Tocantins;-5.0473627043;-48.5990399591;15295;44.145;37.967;0.0;0.131;0.105;1.635;15.907;0.0;0.111
PA;Bonito;-1.3674743569;-47.3058918169;10749;77.096;21.211;0.056;0.177;0.0;0.428;0.986;0.0;0.047
PA;Bragança;-1.0535239562;-46.7657542137;103569;65.254;30.017;0.061;0.13;0.0;1.136;3.239;0.142;0.02
PA;Brasil Novo;-3.297803704;-52.5434411923;20700;49.348;39.589;0.034;0.0;0.0;0.802;10.082;0.0;0.145
PA;Brejo Grande do Araguaia;-5.7072961538;-48.4057604224;5674;56.151;36.394;0.07;0.07;0.123;1.48;4.353;0.0;1.357
PA;Breu Branco;-3.7781354129;-49.5698796833;37444;40.151;42.239;0.184;0.04;0.0;1.245;15.869;0.075;0.198
PA;Breves;-1.6907365;-50.480894799;83169;56.747;35.975;0.002;0.06;0.023;1.166;6.023;0.0;0.004
PA;Bujaru;-1.5139914623;-48.0358750144;20077;56.079;37.819;0.0;0.0;0.0;1.3;4.622;0.0;0.179
PA;Cachoeira do Piriá;-1.7528970049;-46.5473914166;16019;60.291;33.585;0.0;0.144;0.0;0.343;5.506;0.094;0.037
PA;Cachoeira do Arari;-1.0087862656;-48.9606675774;19826;53.692;38.702;0.0;0.187;0.045;2.835;4.539;0.0;0.0
PA;Cametá;-2.24683848;-49.497830169;111368;69.889;24.773;0.07;0.066;0.0;0.794;4.389;0.013;0.007
PA;Canaã dos Carajás;-6.5321966156;-49.8489584319;62818;39.6;46.105;0.21;0.398;0.0;4.526;9.142;0.019;0.0
PA;Capanema;-1.192441995;-47.1751261231;60673;68.177;26.056;0.14;0.071;0.0;1.831;3.672;0.0;0.053
PA;Capitão Poço;-1.7461872932;-47.0628253774;48000;75.102;21.004;0.09;0.081;0.062;0.652;3.008;0.0;0.0
PA;Castanhal;-1.295756805;-47.9266431419;164943;55.758;35.987;0.443;0.291;0.01;2.372;5.033;0.007;0.099
PA;Chaves;-0.1624372901;-49.9893186051;16152;62.017;33.024;0.0;0.0;0.0;1.579;3.38;0.0;0.0
PA;Colares;-0.932091244;-48.2887284319;10865;65.191;28.329;0.202;0.387;0.0;0.838;5.053;0.0;0.0
PA;Conceição do Araguaia;-8.26486353;-49.2645008125;38032;55.398;34.647;0.118;0.131;0.0;1.404;8.056;0.0;0.245
PA;Concórdia do Pará;-1.9845214628;-47.949886939;22068;50.866;42.206;0.0;0.0;0.0;0.752;6.145;0.0;0.032
PA;Cumaru do Norte;-7.8111065369;-50.7715783775;11153;36.295;41.863;0.045;0.045;2.08;0.565;19.008;0.0;0.099
PA;Curionópolis;-6.0968199522;-49.602214225;16386;45.728;39.308;0.037;0.25;0.018;1.214;13.444;0.0;0.0
PA;Curralinho;-1.8094234197;-49.7915228471;26752;57.551;39.429;0.0;0.108;0.0;1.51;1.402;0.0;0.0
PA;Curuá;-1.8899287043;-55.1196786087;11501;72.968;24.181;0.0;0.0;0.0;1.261;1.452;0.0;0.139
PA;Curuçá;-0.73249551;-47.8512650859;35480;63.799;29.715;0.209;0.214;0.0;2.277;3.126;0.62;0.039
PA;Dom Eliseu;-4.29077772;-47.555914886;48462;48.747;32.267;0.035;0.188;0.0;1.855;16.906;0.0;0.002
PA;Eldorado do Carajás;-6.1035251611;-49.3739519422;23180;39.336;38.253;0.047;0.177;0.0;9.862;12.295;0.0;0.03
PA;Faro;-2.1729752419;-56.7457530173;7143;75.99;20.244;0.028;0.0;0.0;0.896;2.842;0.0;0.0
PA;Floresta do Araguaia;-7.5587008724;-49.6975784122;14962;54.799;39.961;0.0;0.053;0.08;1.557;3.462;0.0;0.087
PA;Garrafão do Norte;-1.9316970431;-47.0450460173;20636;79.008;18.536;0.0;0.0;0.0;0.974;0.863;0.0;0.62
PA;Goianésia do Pará;-3.842468;-49.1010449237;21860;48.042;41.972;0.0;0.0;0.0;3.161;6.574;0.0;0.252
PA;Gurupá;-1.404918;-51.6436957234;25110;72.7;24.871;0.0;0.004;0.0;0.904;1.211;0.0;0.311
PA;Igarapé-Açu;-1.124322;-47.622375492;30593;68.905;26.359;0.105;0.085;0.0;0.938;3.494;0.029;0.085
PA;Igarapé-Miri;-1.983116;-48.9622994689;54008;42.125;45.119;0.0;0.104;0.0;1.233;11.315;0.0;0.104
PA;Inhangapi;-1.4265819809;-47.9133927466;8623;61.927;30.326;0.232;0.0;0.0;1.322;6.193;0.0;0.0
PA;Ipixuna do Pará;-2.5575285;-47.4997175888;24375;60.127;33.124;0.0;0.0;0.0;0.665;6.027;0.0;0.057
PA;Irituia;-1.771474995;-47.4407556128;26191;61.609;32.232;0.034;0.046;0.0;1.348;4.238;0.046;0.447
PA;Itaituba;-4.26372948;-55.9900488573;101553;48.327;33.239;0.156;0.306;0.006;1.912;16.023;0.011;0.02
PA;Itupiranga;-5.1288370264;-49.3244258613;41276;63.33;29.729;0.0;0.179;0.041;1.303;5.374;0.0;0.044
PA;Jacareacanga;-6.2235517314;-57.7663398584;17623;49.6;38.478;0.0;0.136;2.202;2.241;7.258;0.0;0.085
PA;Jacundá;-4.448405475;-49.1127815626;31666;52.627;35.287;0.174;0.139;0.0;1.472;10.083;0.0;0.218
PA;Juruti;-2.155252995;-56.0949976884;40357;59.291;36.239;0.136;0.0;0.0;2.069;2.057;0.0;0.208
PA;Limoeiro do Ajuru;-1.8919485;-49.3815339012;24082;48.833;41.521;0.0;0.1;0.0;2.67;6.877;0.0;0.0
PA;Mãe do Rio;-2.0477074408;-47.5522901795;28874;66.465;27.43;0.042;0.073;0.0;0.907;5.084;0.0;0.0
PA;Magalhães Barata;-0.795850156;-47.5991818965;6922;63.421;32.462;0.0;0.0;0.0;0.433;3.684;0.0;0.0
PA;Marabá;-5.3526057631;-49.1420253334;222441;46.477;36.787;0.271;0.216;0.018;3.266;12.703;0.072;0.191
PA;Maracanã;-0.76241946;-47.4552679594;22250;56.135;36.804;0.085;0.112;0.0;0.4;6.413;0.0;0.049
PA;Marapanim;-0.7121509963;-47.7025487538;22746;64.811;29.922;0.044;0.079;0.0;1.578;3.438;0.127;0.0
PA;Marituba;-1.3464172656;-48.3405358778;95371;48.959;40.777;0.12;0.798;0.005;2.341;6.851;0.0;0.149
PA;Medicilândia;-3.4454174122;-52.8883453507;22414;47.676;43.277;0.0;0.0;0.0;1.682;7.366;0.0;0.0
PA;Melgaço;-1.8034466986;-50.7174646977;20989;44.838;45.876;0.0;0.0;0.0;0.467;8.819;0.0;0.0
PA;Mocajuba;-2.5828729733;-49.5090234613;22659;55.417;39.989;0.04;0.044;0.0;0.578;3.928;0.004;0.0
PA;Moju;-1.885889;-48.7671991274;68561;38.151;43.007;0.0;0.324;0.028;1.269;16.966;0.0;0.255
PA;Mojuí dos Campos;-2.68245777;-54.64326888;19627;62.429;31.834;0.0;0.255;0.0;1.345;4.137;0.0;0.0
PA;Monte Alegre;-2.003328;-54.0733747256;50017;60.311;34.142;0.028;0.136;0.0;1.745;3.637;0.0;0.0
PA;Muaná;-1.5300262084;-49.2168324425;36397;63.731;31.777;0.0;0.027;0.0;3.423;1.041;0.0;0.0
PA;Nova Esperança do Piriá;-2.267625989;-46.9620928837;16591;55.319;42.861;0.0;0.0;0.0;0.054;1.766;0.0;0.0
PA;Nova Ipixuna;-4.923086307;-49.079886938;11653;57.341;36.042;0.257;0.043;0.0;0.987;5.2;0.0;0.129
PA;Nova Timboteua;-1.2041436475;-47.3932022765;11230;77.275;19.581;0.036;0.089;0.0;0.962;1.995;0.0;0.062
PA;Novo Progresso;-7.0348359133;-55.419870118;27540;61.206;27.727;0.131;0.171;0.04;2.959;7.582;0.0;0.185
PA;Novo Repartimento;-4.2481485;-49.9486382443;49795;45.778;41.679;0.018;0.167;0.01;3.281;8.959;0.076;0.032
PA;Óbidos;-1.9092354959;-55.5163235097;42892;67.717;25.695;0.051;0.166;0.583;1.751;3.875;0.065;0.098
PA;Oeiras do Pará;-2.004734;-49.8551061088;27216;61.666;34.917;0.0;0.077;0.0;0.863;2.476;0.0;0.0
PA;Oriximiná;-1.7637535;-55.8627995152;55062;58.614;31.454;0.114;0.285;0.0;1.918;7.591;0.0;0.024
PA;Ourém;-1.5489471423;-47.1176193629;15153;74.612;22.042;0.244;0.013;0.0;0.337;2.752;0.0;0.0
PA;Ourilândia do Norte;-6.7406170864;-51.0908327747;26444;38.322;46.086;0.095;0.204;0.635;4.436;9.163;0.0;1.059
PA;Pacajá;-3.8303057038;-50.6348408304;33389;48.878;42.253;0.0;0.159;0.0;2.734;5.975;0.0;0.0
PA;Palestina do Pará;-5.7499341062;-48.3217937262;5738;54.583;30.185;0.122;0.0;0.0;0.837;14.238;0.0;0.035
PA;Paragominas;-2.9941905;-47.3569615611;88112;42.937;40.472;0.179;0.119;0.102;1.957;13.155;0.498;0.58
PA;Parauapebas;-6.0727298876;-49.9007806343;220524;38.737;43.491;0.449;0.161;0.075;4.439;12.503;0.061;0.083
PA;Pau d'Arco;-7.836794404;-50.0482755319;5770;52.132;37.036;0.052;0.0;0.0;1.889;8.891;0.0;0.0
PA;Peixe-Boi;-1.1895692408;-47.3179270216;7219;77.047;20.404;0.166;0.0;0.0;0.637;1.745;0.0;0.0
PA;Piçarra;-6.4536762346;-48.8684006672;10582;62.398;26.668;0.142;0.057;0.0;2.684;7.532;0.0;0.52
PA;Placas;-3.8673155621;-54.2169681313;15414;47.262;38.206;0.084;0.0;0.0;1.693;12.755;0.0;0.0
PA;Ponta de Pedras;-1.3965999975;-48.87178556;20907;50.289;43.249;0.043;0.048;0.0;1.655;4.716;0.0;0.0
PA;Portel;-1.936451;-50.8224904422;48428;52.261;40.237;0.0;0.06;0.0;0.543;6.878;0.0;0.021
PA;Porto de Moz;-1.7460900888;-52.242476919;32103;67.554;27.309;0.0;0.0;0.0;3.679;1.439;0.0;0.019
PA;Prainha;-1.8056945;-53.4818139408;28362;63.603;32.967;0.0;0.074;0.0;1.467;1.766;0.049;0.074
PA;Primavera;-0.9401115159;-47.1172512589;9214;76.221;20.371;0.0;0.206;0.0;1.476;1.726;0.0;0.0
PA;Quatipuru;-0.9001158537;-47.0067869936;9797;68.541;23.579;0.163;0.041;0.0;3.072;4.44;0.0;0.163
PA;Redenção;-8.0276045;-50.0296418255;71609;44.374;40.781;0.577;0.082;0.0;2.845;11.23;0.035;0.075
PA;Rio Maria;-7.3111152447;-50.0464108775;15655;53.714;36.512;0.198;0.089;0.0;2.274;7.173;0.0;0.038
PA;Rondon do Pará;-4.777821727;-48.0699737494;46781;41.113;46.609;0.071;0.062;0.111;2.768;9.215;0.0;0.051
PA;Rurópolis;-4.09906539;-54.9058622599;29018;51.671;32.583;0.0;0.0;0.0;2.56;12.775;0.028;0.383
PA;Salinópolis;-0.623638;-47.3531202632;38125;62.051;28.168;0.113;0.212;0.0;5.723;3.732;0.0;0.0
PA;Salvaterra;-0.7545259744;-48.5131865994;20282;59.471;31.555;0.138;0.35;0.0;2.248;6.237;0.0;0.0
PA;Santa Bárbara do Pará;-1.229439467;-48.2977406498;17899;39.304;48.053;0.123;0.162;0.0;2.067;10.073;0.0;0.218
PA;Santa Cruz do Arari;-0.6599741256;-49.1716155661;6307;59.141;35.77;0.0;0.254;0.0;0.27;4.566;0.0;0.0
PA;Santa Izabel do Pará;-1.2973959013;-48.163059941;62797;43.879;41.387;0.234;0.976;0.0;2.072;11.258;0.014;0.178
PA;Santa Luzia do Pará;-1.5188278914;-46.9061692027;17221;80.297;18.141;0.0;0.0;0.017;0.563;0.947;0.0;0.035
PA;Santa Maria das Barreiras;-8.8705505397;-49.7193518572;13780;51.705;39.057;0.0;0.414;0.0;2.504;6.321;0.0;0.0
PA;Santa Maria do Pará;-1.3478664593;-47.5746954138;21129;70.283;26.864;0.062;0.038;0.0;0.601;2.125;0.028;0.0
PA;Santana do Araguaia;-9.329424525;-50.3448043211;26601;48.509;42.006;0.079;0.083;0.0;1.481;7.748;0.0;0.094
PA;Santarém;-2.43621333;-54.7185701673;276840;61.403;30.277;0.192;0.311;0.001;2.838;4.821;0.051;0.107
PA;Santarém Novo;-0.9287195358;-47.4009247449;5203;66.923;27.138;0.115;0.0;0.0;0.615;5.209;0.0;0.0
PA;Santo Antônio do Tauá;-1.1516925;-48.1324330748;23187;46.552;44.792;0.047;0.22;0.0;1.031;7.332;0.0;0.026
PA;São Caetano de Odivelas;-0.74661776;-48.0258054981;14256;69.816;25.421;0.077;0.119;0.0;1.214;3.353;0.0;0.0
PA;São Domingos do Araguaia;-5.549841;-48.7203734108;17640;58.804;31.593;0.255;0.125;0.0;1.168;8.056;0.0;0.0
PA;São Domingos do Capim;-1.6758145;-47.7747845692;25267;71.295;25.899;0.103;0.059;0.0;0.435;2.208;0.0;0.0
PA;São Félix do Xingu;-6.6424832783;-51.993782524;54337;47.281;38.256;0.171;0.306;0.053;3.127;10.779;0.0;0.028
PA;São Francisco do Pará;-1.1701887847;-47.7905146107;12790;57.256;35.324;0.039;0.109;0.172;0.97;6.099;0.0;0.031
PA;São Geraldo do Araguaia;-6.39895797;-48.5557124862;19985;53.385;39.935;0.0;0.035;0.05;1.116;5.479;0.0;0.0
PA;São João da Ponta;-0.8510021453;-47.9207241656;3744;57.479;33.547;0.134;0.721;0.053;0.374;7.692;0.0;0.0
PA;São João de Pirabas;-0.7664425315;-47.1726742979;17513;64.181;26.906;0.263;0.234;0.0;3.3;4.945;0.0;0.171
PA;São João do Araguaia;-5.3590027244;-48.788633402;11260;51.572;39.494;0.151;0.044;0.0;0.799;7.86;0.0;0.08
PA;São Miguel do Guamá;-1.6171359145;-47.4824089445;44104;68.143;28.603;0.086;0.109;0.0;0.576;2.428;0.0;0.054
PA;São Sebastião da Boa Vista;-1.7188505;-49.5323121746;20815;49.138;45.179;0.0;0.091;0.0;2.441;3.152;0.0;0.0
PA;Sapucaia;-6.9428571126;-49.7035807119;4827;53.739;32.297;0.0;0.145;0.0;0.497;13.321;0.0;0.0
PA;Senador José Porfírio;-2.5948504183;-51.953056418;18185;52.433;41.204;0.104;0.313;0.049;0.803;5.032;0.0;0.06
PA;Soure;-0.7259255;-48.5160126623;20465;61.725;27.706;0.112;0.547;0.098;8.067;1.744;0.0;0.0
PA;Tailândia;-2.9370795;-48.9512816296;58583;45.298;39.133;0.126;0.058;0.014;1.376;13.929;0.0;0.067
PA;Terra Alta;-1.0348266636;-47.9078083484;8776;53.965;37.979;0.0;0.046;0.0;1.504;6.506;0.0;0.0
PA;Terra Santa;-2.1081144737;-56.4909047722;15331;65.749;30.976;0.0;0.065;0.0;0.913;2.198;0.0;0.098
PA;Tomé-Açu;-2.4193668553;-48.1468965866;54778;43.558;44.067;0.02;0.161;0.037;1.756;10.292;0.0;0.11
PA;Tracuateua;-1.0687840586;-46.8994783371;24082;72.075;23.769;0.0;0.075;0.0;1.258;2.757;0.066;0.0
PA;Trairão;-4.6998191497;-55.9961700349;12424;51.602;36.478;0.0;0.137;0.266;1.892;9.627;0.0;0.0
PA;Tucumã;-6.7499720074;-51.1395392466;32792;46.646;41.821;0.695;0.253;0.0;2.446;7.956;0.0;0.183
PA;Tucuruí;-3.7668890843;-49.6671843672;76580;46.999;40.927;0.332;0.127;0.161;2.614;8.684;0.039;0.118
PA;Ulianópolis;-3.75719301;-47.503144755;31788;47.439;40.984;0.0;0.044;0.0;1.048;10.428;0.0;0.057
PA;Uruará;-3.7065285;-53.7370310505;35854;49.035;39.226;0.0;0.106;0.0;1.219;10.3;0.045;0.07
PA;Vigia;-0.8555325737;-48.1414985852;43519;69.549;26.379;0.071;0.625;0.0;0.618;2.551;0.0;0.207
PA;Viseu;-1.2032785267;-46.1387652161;47880;71.861;26.023;0.044;0.05;0.0;0.305;1.61;0.0;0.107
PA;Vitória do Xingu;-2.8837657102;-52.0112603538;12775;55.546;35.671;0.0;0.078;0.016;2.027;6.661;0.0;0.0
PA;Xinguara;-7.1015128271;-49.9427005844;44170;45.839;42.244;0.125;0.023;0.0;2.377;9.187;0.179;0.027
AP;Serra do Navio;0.897841041;-52.0035384353;3774;41.998;45.39;0.0;0.0;0.0;1.457;11.155;0.0;0.0
AP;Amapá;2.0539212447;-50.7932144703;6314;67.358;27.146;0.364;0.048;0.0;1.806;3.152;0.0;0.127
AP;Pedra Branca do Amapari;0.7768828606;-51.9465942733;9522;34.384;39.456;0.053;0.168;9.231;1.712;14.997;0.0;0.0
AP;Calçoene;2.4965590446;-50.9447727343;8411;50.149;33.266;0.048;0.571;0.0;1.391;14.576;0.0;0.0
AP;Cutias;0.9710780554;-50.8016260299;3481;48.463;49.957;0.0;0.0;0.0;0.402;0.977;0.0;0.201
AP;Ferreira Gomes;0.8539773931;-51.187429046;5272;44.48;48.957;0.0;0.0;0.0;3.566;2.997;0.0;0.0
