Ano,Região,Tipo de voto/Candidato,Votos
2026 - 2.ª volta,Cascais,Voto nulo,2420
2026 - 2.ª volta,Lisboa,Voto nulo,6917
2026 - 2.ª volta,Loures,Voto nulo,1937
2026 - 2.ª volta,Lourinhã,Voto nulo,325
2026 - 2.ª volta,Mafra,Voto nulo,940
2026 - 2.ª volta,Oeiras,Voto nulo,2087
2026 - 2.ª volta,Sintra,Voto nulo,3467
2026 - 2.ª volta,Sobral de Monte Agraço,Voto nulo,110
2026 - 2.ª volta,Torres Vedras,Voto nulo,942
2026 - 2.ª volta,Vila Franca de Xira,Voto nulo,1253
2026 - 2.ª volta,Amadora,Voto nulo,1519
2026 - 2.ª volta,Odivelas,Voto nulo,1408
2026 - 2.ª volta,Alter do Chão,Voto nulo,21
2026 - 2.ª volta,Arronches,Voto nulo,13
2026 - 2.ª volta,Avis,Voto nulo,26
2026 - 2.ª volta,Campo Maior,Voto nulo,71
2026 - 2.ª volta,Castelo de Vide,Voto nulo,26
2026 - 2.ª volta,Crato,Voto nulo,37
2026 - 2.ª volta,Elvas,Voto nulo,152
2026 - 2.ª volta,Fronteira,Voto nulo,45
2026 - 2.ª volta,Gavião,Voto nulo,24
2026 - 2.ª volta,Marvão,Voto nulo,33
2026 - 2.ª volta,Monforte,Voto nulo,25
2026 - 2.ª volta,Nisa,Voto nulo,48
2026 - 2.ª volta,Ponte de Sor,Voto nulo,105
2026 - 2.ª volta,Portalegre,Voto nulo,199
2026 - 2.ª volta,Sousel,Voto nulo,47
2026 - 2.ª volta,Amarante,Voto nulo,434
2026 - 2.ª volta,Baião,Voto nulo,152
2026 - 2.ª volta,Felgueiras,Voto nulo,440
2026 - 2.ª volta,Gondomar,Voto nulo,1613
2026 - 2.ª volta,Lousada,Voto nulo,402
2026 - 2.ª volta,Maia,Voto nulo,1465
2026 - 2.ª volta,Marco de Canaveses,Voto nulo,467
2026 - 2.ª volta,Matosinhos,Voto nulo,1643
2026 - 2.ª volta,Paços de Ferreira,Voto nulo,424
2026 - 2.ª volta,Paredes,Voto nulo,1054
2026 - 2.ª volta,Penafiel,Voto nulo,684
2026 - 2.ª volta,Porto,Voto nulo,2824
2026 - 2.ª volta,Póvoa de Varzim,Voto nulo,566
2026 - 2.ª volta,Santo Tirso,Voto nulo,596
2026 - 2.ª volta,Valongo,Voto nulo,929
2026 - 2.ª volta,Vila do Conde,Voto nulo,692
2026 - 2.ª volta,Vila Nova de Gaia,Voto nulo,2801
2026 - 2.ª volta,Trofa,Voto nulo,379
2026 - 2.ª volta,Abrantes,Voto nulo,342
2026 - 2.ª volta,Alcanena,Voto nulo,154
2026 - 2.ª volta,Almeirim,Voto nulo,166
2026 - 2.ª volta,Alpiarça,Voto nulo,67
2026 - 2.ª volta,Benavente,Voto nulo,249
2026 - 2.ª volta,Cartaxo,Voto nulo,182
2026 - 2.ª volta,Chamusca,Voto nulo,56
2026 - 2.ª volta,Constância,Voto nulo,47
2026 - 2.ª volta,Coruche,Voto nulo,135
2026 - 2.ª volta,Entroncamento,Voto nulo,175
2026 - 2.ª volta,Ferreira do Zêzere,Voto nulo,84
2026 - 2.ª volta,Mação,Voto nulo,73
2026 - 2.ª volta,Rio Maior,Voto nulo,67
2026 - 2.ª volta,Salvaterra de Magos,Voto nulo,153
2026 - 2.ª volta,Santarém,Voto nulo,252
2026 - 2.ª volta,Sardoal,Voto nulo,38
2026 - 2.ª volta,Tomar,Voto nulo,379
2026 - 2.ª volta,Torres Novas,Voto nulo,363
2026 - 2.ª volta,Vila Nova da Barquinha,Voto nulo,68
2026 - 2.ª volta,Ourém,Voto nulo,521
2026 - 2.ª volta,Alcochete,Voto nulo,174
2026 - 2.ª volta,Almada,Voto nulo,1534
2026 - 2.ª volta,Barreiro,Voto nulo,721
2026 - 2.ª volta,Grândola,Voto nulo,76
2026 - 2.ª volta,Moita,Voto nulo,550
2026 - 2.ª volta,Montijo,Voto nulo,421
2026 - 2.ª volta,Palmela,Voto nulo,627
2026 - 2.ª volta,Santiago do Cacém,Voto nulo,254
2026 - 2.ª volta,Seixal,Voto nulo,1520
2026 - 2.ª volta,Sesimbra,Voto nulo,529
2026 - 2.ª volta,Setúbal,Voto nulo,1033
2026 - 2.ª volta,Sines,Voto nulo,83
2026 - 2.ª volta,Arcos de Valdevez,Voto nulo,128
2026 - 2.ª volta,Caminha,Voto nulo,173
2026 - 2.ª volta,Melgaço,Voto nulo,39
2026 - 2.ª volta,Monção,Voto nulo,158
2026 - 2.ª volta,Paredes de Coura,Voto nulo,63
2026 - 2.ª volta,Ponte da Barca,Voto nulo,82
2026 - 2.ª volta,Ponte de Lima,Voto nulo,447
2026 - 2.ª volta,Valença,Voto nulo,102
2026 - 2.ª volta,Viana do Castelo,Voto nulo,876
2026 - 2.ª volta,Vila Nova de Cerveira,Voto nulo,76
2026 - 2.ª volta,Alijó,Voto nulo,122
2026 - 2.ª volta,Boticas,Voto nulo,84
2026 - 2.ª volta,Chaves,Voto nulo,350
2026 - 2.ª volta,Mesão Frio,Voto nulo,24
2026 - 2.ª volta,Mondim de Basto,Voto nulo,51
2026 - 2.ª volta,Montalegre,Voto nulo,65
2026 - 2.ª volta,Murça,Voto nulo,45
2026 - 2.ª volta,Peso da Régua,Voto nulo,98
2026 - 2.ª volta,Ribeira de Pena,Voto nulo,62
2026 - 2.ª volta,Sabrosa,Voto nulo,63
2026 - 2.ª volta,Santa Marta de Penaguião,Voto nulo,66
2026 - 2.ª volta,Valpaços,Voto nulo,125
2026 - 2.ª volta,Vila Pouca de Aguiar,Voto nulo,88
2026 - 2.ª volta,Vila Real,Voto nulo,552
2026 - 2.ª volta,Armamar,Voto nulo,72
2026 - 2.ª volta,Carregal do Sal,Voto nulo,89
2026 - 2.ª volta,Castro Daire,Voto nulo,66
2026 - 2.ª volta,Cinfães,Voto nulo,125
2026 - 2.ª volta,Lamego,Voto nulo,279
2026 - 2.ª volta,Mangualde,Voto nulo,139
2026 - 2.ª volta,Moimenta da Beira,Voto nulo,75
2026 - 2.ª volta,Mortágua,Voto nulo,56
2026 - 2.ª volta,Nelas,Voto nulo,112
2026 - 2.ª volta,Oliveira de Frades,Voto nulo,79
2026 - 2.ª volta,Penalva do Castelo,Voto nulo,63
2026 - 2.ª volta,Penedono,Voto nulo,31
2026 - 2.ª volta,Resende,Voto nulo,119
2026 - 2.ª volta,Santa Comba Dão,Voto nulo,68
2026 - 2.ª volta,São João da Pesqueira,Voto nulo,55
2026 - 2.ª volta,São Pedro do Sul,Voto nulo,135
2026 - 2.ª volta,Sátão,Voto nulo,107
2026 - 2.ª volta,Sernancelhe,Voto nulo,53
2026 - 2.ª volta,Tabuaço,Voto nulo,35
2026 - 2.ª volta,Tarouca,Voto nulo,73
2026 - 2.ª volta,Tondela,Voto nulo,207
2026 - 2.ª volta,Vila Nova de Paiva,Voto nulo,31
2026 - 2.ª volta,Viseu,Voto nulo,968
2026 - 2.ª volta,Vouzela,Voto nulo,74
2026 - 2.ª volta,Águeda,André Ventura,8123
2026 - 2.ª volta,Albergaria-a-Velha,André Ventura,4836
2026 - 2.ª volta,Anadia,André Ventura,4653
2026 - 2.ª volta,Arouca,André Ventura,3627
2026 - 2.ª volta,Aveiro,André Ventura,11661
2026 - 2.ª volta,Castelo de Paiva,André Ventura,2216
2026 - 2.ª volta,Espinho,André Ventura,4546
2026 - 2.ª volta,Estarreja,André Ventura,4533
2026 - 2.ª volta,Santa Maria da Feira,André Ventura,23643
2026 - 2.ª volta,Ílhavo,André Ventura,6650
2026 - 2.ª volta,Mealhada,André Ventura,2800
2026 - 2.ª volta,Murtosa,André Ventura,1861
2026 - 2.ª volta,Oliveira de Azeméis,André Ventura,10932
2026 - 2.ª volta,Oliveira do Bairro,André Ventura,4709
2026 - 2.ª volta,Ovar,André Ventura,8179
2026 - 2.ª volta,São João da Madeira,André Ventura,2751
2026 - 2.ª volta,Sever do Vouga,André Ventura,2213
2026 - 2.ª volta,Vagos,André Ventura,5156
2026 - 2.ª volta,Vale de Cambra,André Ventura,3680
2026 - 2.ª volta,Aljustrel,André Ventura,1578
2026 - 2.ª volta,Almodôvar,André Ventura,1502
2026 - 2.ª volta,Alvito,André Ventura,384
2026 - 2.ª volta,Barrancos,André Ventura,259
2026 - 2.ª volta,Beja,André Ventura,5902
2026 - 2.ª volta,Castro Verde,André Ventura,1258
2026 - 2.ª volta,Cuba,André Ventura,697
2026 - 2.ª volta,Ferreira do Alentejo,André Ventura,1348
2026 - 2.ª volta,Mértola,André Ventura,892
2026 - 2.ª volta,Moura,André Ventura,2777
2026 - 2.ª volta,Odemira,André Ventura,4020
2026 - 2.ª volta,Ourique,André Ventura,803
2026 - 2.ª volta,Serpa,André Ventura,2157
2026 - 2.ª volta,Vidigueira,André Ventura,1080
2026 - 2.ª volta,Amares,André Ventura,4034
2026 - 2.ª volta,Barcelos,André Ventura,24929
2026 - 2.ª volta,Braga,André Ventura,29836
2026 - 2.ª volta,Cabeceiras de Basto,André Ventura,2565
2026 - 2.ª volta,Celorico de Basto,André Ventura,2608
2026 - 2.ª volta,Esposende,André Ventura,7042
2026 - 2.ª volta,Fafe,André Ventura,9471
2026 - 2.ª volta,Guimarães,André Ventura,27777
2026 - 2.ª volta,Póvoa de Lanhoso,André Ventura,4699
2026 - 2.ª volta,Terras de Bouro,André Ventura,1430
2026 - 2.ª volta,Vieira do Minho,André Ventura,2203
2026 - 2.ª volta,Vila Nova de Famalicão,André Ventura,24921
2026 - 2.ª volta,Vila Verde,André Ventura,10712
2026 - 2.ª volta,Vizela,André Ventura,4161
2026 - 2.ª volta,Alfândega da Fé,André Ventura,955
2026 - 2.ª volta,Bragança,André Ventura,5405
2026 - 2.ª volta,Carrazeda de Ansiães,André Ventura,1128
2026 - 2.ª volta,Freixo de Espada à Cinta,André Ventura,658
2026 - 2.ª volta,Macedo de Cavaleiros,André Ventura,2823
2026 - 2.ª volta,Miranda do Douro,André Ventura,1059
2026 - 2.ª volta,Mirandela,André Ventura,4716
2026 - 2.ª volta,Mogadouro,André Ventura,1974
2026 - 2.ª volta,Torre de Moncorvo,André Ventura,1334
2026 - 2.ª volta,Vila Flor,André Ventura,1293
2026 - 2.ª volta,Vimioso,André Ventura,651
2026 - 2.ª volta,Vinhais,André Ventura,1294
2026 - 2.ª volta,Belmonte,André Ventura,971
2026 - 2.ª volta,Castelo Branco,André Ventura,9507
2026 - 2.ª volta,Covilhã,André Ventura,6430
2026 - 2.ª volta,Fundão,André Ventura,4480
2026 - 2.ª volta,Idanha-a-Nova,André Ventura,1429
2026 - 2.ª volta,Oleiros,André Ventura,888
2026 - 2.ª volta,Penamacor,André Ventura,467
2026 - 2.ª volta,Proença-a-Nova,André Ventura,1303
2026 - 2.ª volta,Sertã,André Ventura,2696
2026 - 2.ª volta,Vila de Rei,André Ventura,683
2026 - 2.ª volta,Vila Velha de Ródão,André Ventura,485
2026 - 2.ª volta,Arganil,André Ventura,1625
2026 - 2.ª volta,Cantanhede,André Ventura,6295
2026 - 2.ª volta,Coimbra,André Ventura,14889
2026 - 2.ª volta,Condeixa-a-Nova,André Ventura,2217
2026 - 2.ª volta,Figueira da Foz,André Ventura,9480
2026 - 2.ª volta,Góis,André Ventura,481
2026 - 2.ª volta,Lousã,André Ventura,2377
2026 - 2.ª volta,Mira,André Ventura,2277
2026 - 2.ª volta,Miranda do Corvo,André Ventura,1438
2026 - 2.ª volta,Montemor-o-Velho,André Ventura,4047
2026 - 2.ª volta,Oliveira do Hospital,André Ventura,3035
2026 - 2.ª volta,Pampilhosa da Serra,André Ventura,498
2026 - 2.ª volta,Penacova,André Ventura,1751
2026 - 2.ª volta,Penela,André Ventura,714
2026 - 2.ª volta,Soure,André Ventura,2601
2026 - 2.ª volta,Tábua,André Ventura,1838
2026 - 2.ª volta,Vila Nova de Poiares,André Ventura,1019
2026 - 2.ª volta,Alandroal,André Ventura,898
2026 - 2.ª volta,Arraiolos,André Ventura,987
2026 - 2.ª volta,Borba,André Ventura,1205
2026 - 2.ª volta,Estremoz,André Ventura,2378
2026 - 2.ª volta,Évora,André Ventura,8598
2026 - 2.ª volta,Montemor-o-Novo,André Ventura,2170
2026 - 2.ª volta,Mora,André Ventura,651
2026 - 2.ª volta,Mourão,André Ventura,584
2026 - 2.ª volta,Portel,André Ventura,964
2026 - 2.ª volta,Redondo,André Ventura,947
2026 - 2.ª volta,Reguengos de Monsaraz,André Ventura,1931
2026 - 2.ª volta,Vendas Novas,André Ventura,2065
2026 - 2.ª volta,Viana do Alentejo,André Ventura,1015
2026 - 2.ª volta,Vila Viçosa,André Ventura,1394
2026 - 2.ª volta,Albufeira,André Ventura,8706
2026 - 2.ª volta,Alcoutim,André Ventura,328
2026 - 2.ª volta,Aljezur,André Ventura,787
2026 - 2.ª volta,Castro Marim,André Ventura,1486
2026 - 2.ª volta,Faro,André Ventura,11156
2026 - 2.ª volta,Lagoa,André Ventura,5214
2026 - 2.ª volta,Lagos,André Ventura,4863
2026 - 2.ª volta,Loulé,André Ventura,13534
2026 - 2.ª volta,Monchique,André Ventura,837
2026 - 2.ª volta,Olhão,André Ventura,9001
2026 - 2.ª volta,Portimão,André Ventura,12094
2026 - 2.ª volta,São Brás de Alportel,André Ventura,2023
2026 - 2.ª volta,Silves,André Ventura,7763
2026 - 2.ª volta,Tavira,André Ventura,4396
2026 - 2.ª volta,Vila do Bispo,André Ventura,737
2026 - 2.ª volta,Vila Real de Santo António,André Ventura,4008
2026 - 2.ª volta,Aguiar da Beira,André Ventura,1052
2026 - 2.ª volta,Almeida,André Ventura,1091
2026 - 2.ª volta,Celorico da Beira,André Ventura,1279
2026 - 2.ª volta,Figueira de Castelo Rodrigo,André Ventura,1080
2026 - 2.ª volta,Fornos de Algodres,André Ventura,902
2026 - 2.ª volta,Gouveia,André Ventura,1938
2026 - 2.ª volta,Guarda,André Ventura,6728
2026 - 2.ª volta,Manteigas,André Ventura,392
2026 - 2.ª volta,Mêda,André Ventura,786
2026 - 2.ª volta,Pinhel,André Ventura,1506
2026 - 2.ª volta,Sabugal,André Ventura,1857
2026 - 2.ª volta,Seia,André Ventura,3424
2026 - 2.ª volta,Trancoso,André Ventura,1545
2026 - 2.ª volta,Vila Nova de Foz Côa,André Ventura,1123
2026 - 2.ª volta,Estrangeiro,André Ventura,42265
2026 - 2.ª volta,Vila do Porto,André Ventura,541
2026 - 2.ª volta,Lagoa [R.A.A.],André Ventura,2166
2026 - 2.ª volta,Nordeste,André Ventura,704
2026 - 2.ª volta,Ponta Delgada,André Ventura,9283
2026 - 2.ª volta,Povoação,André Ventura,932
2026 - 2.ª volta,Ribeira Grande,André Ventura,4327
2026 - 2.ª volta,Vila Franca do Campo,André Ventura,1705
2026 - 2.ª volta,Angra do Heroísmo,André Ventura,3918
2026 - 2.ª volta,Vila da Praia da Vitória,André Ventura,2380
2026 - 2.ª volta,Santa Cruz da Graciosa,André Ventura,315
2026 - 2.ª volta,Calheta [R.A.A.],André Ventura,372
2026 - 2.ª volta,Velas,André Ventura,638
2026 - 2.ª volta,Lajes do Pico,André Ventura,450
2026 - 2.ª volta,Madalena,André Ventura,754
2026 - 2.ª volta,São Roque do Pico,André Ventura,432
2026 - 2.ª volta,Horta,André Ventura,1406
2026 - 2.ª volta,Lajes das Flores,André Ventura,151
2026 - 2.ª volta,Santa Cruz das Flores,André Ventura,242
2026 - 2.ª volta,Corvo,André Ventura,39
2026 - 2.ª volta,Calheta [R.A.M.],André Ventura,2971
2026 - 2.ª volta,Câmara de Lobos,André Ventura,8358
2026 - 2.ª volta,Funchal,André Ventura,22835
2026 - 2.ª volta,Machico,André Ventura,4325
2026 - 2.ª volta,Ponta do Sol,André Ventura,2350
2026 - 2.ª volta,Porto Moniz,André Ventura,679
2026 - 2.ª volta,Ribeira Brava,André Ventura,3503
2026 - 2.ª volta,Santa Cruz,André Ventura,10159
2026 - 2.ª volta,Santana,André Ventura,1532
2026 - 2.ª volta,São Vicente,André Ventura,1540
2026 - 2.ª volta,Porto Santo,André Ventura,1348
2026 - 2.ª volta,Alcobaça,André Ventura,9598
2026 - 2.ª volta,Alvaiázere,André Ventura,1170
2026 - 2.ª volta,Ansião,André Ventura,1813
2026 - 2.ª volta,Batalha,André Ventura,3091
2026 - 2.ª volta,Bombarral,André Ventura,2259
2026 - 2.ª volta,Caldas da Rainha,André Ventura,7198
2026 - 2.ª volta,Castanheira de Pêra,André Ventura,393
2026 - 2.ª volta,Figueiró dos Vinhos,André Ventura,847
2026 - 2.ª volta,Leiria,André Ventura,18305
2026 - 2.ª volta,Marinha Grande,André Ventura,5355
2026 - 2.ª volta,Nazaré,André Ventura,2087
2026 - 2.ª volta,Óbidos,André Ventura,2020
2026 - 2.ª volta,Pedrógão Grande,André Ventura,494
2026 - 2.ª volta,Peniche,André Ventura,4670
2026 - 2.ª volta,Pombal,André Ventura,8054
2026 - 2.ª volta,Porto de Mós,André Ventura,4449
2026 - 2.ª volta,Alenquer,André Ventura,8041
2026 - 2.ª volta,Azambuja,André Ventura,3928
2026 - 2.ª volta,Cadaval,André Ventura,2543
2026 - 2.ª volta,Cascais,André Ventura,29999
2026 - 2.ª volta,Lisboa,André Ventura,61765
2026 - 2.ª volta,Loures,André Ventura,31701
2026 - 2.ª volta,Lourinhã,André Ventura,6039
2026 - 2.ª volta,Mafra,André Ventura,14559
2026 - 2.ª volta,Oeiras,André Ventura,19275
2026 - 2.ª volta,Sintra,André Ventura,59264
2026 - 2.ª volta,Sobral de Monte Agraço,André Ventura,1892
2026 - 2.ª volta,Torres Vedras,André Ventura,15240
2026 - 2.ª volta,Vila Franca de Xira,André Ventura,22105
2026 - 2.ª volta,Amadora,André Ventura,21928
2026 - 2.ª volta,Odivelas,André Ventura,23065
2026 - 2.ª volta,Alter do Chão,André Ventura,678
2026 - 2.ª volta,Arronches,André Ventura,627
2026 - 2.ª volta,Avis,André Ventura,677
2026 - 2.ª volta,Campo Maior,André Ventura,1530
2026 - 2.ª volta,Castelo de Vide,André Ventura,423
2026 - 2.ª volta,Crato,André Ventura,661
2026 - 2.ª volta,Elvas,André Ventura,4760
2026 - 2.ª volta,Fronteira,André Ventura,645
2026 - 2.ª volta,Gavião,André Ventura,677
2026 - 2.ª volta,Marvão,André Ventura,438
2026 - 2.ª volta,Monforte,André Ventura,648
2026 - 2.ª volta,Nisa,André Ventura,1156
2026 - 2.ª volta,Ponte de Sor,André Ventura,2942
2026 - 2.ª volta,Portalegre,André Ventura,3726
2026 - 2.ª volta,Sousel,André Ventura,1028
2026 - 2.ª volta,Amarante,André Ventura,7759
2026 - 2.ª volta,Baião,André Ventura,2272
2026 - 2.ª volta,Felgueiras,André Ventura,10488
2026 - 2.ª volta,Gondomar,André Ventura,25680
2026 - 2.ª volta,Lousada,André Ventura,8975
2026 - 2.ª volta,Maia,André Ventura,19990
2026 - 2.ª volta,Marco de Canaveses,André Ventura,8417
2026 - 2.ª volta,Matosinhos,André Ventura,22918
2026 - 2.ª volta,Paços de Ferreira,André Ventura,11036
2026 - 2.ª volta,Paredes,André Ventura,16880
2026 - 2.ª volta,Penafiel,André Ventura,13176
2026 - 2.ª volta,Porto,André Ventura,25351
2026 - 2.ª volta,Póvoa de Varzim,André Ventura,13161
2026 - 2.ª volta,Santo Tirso,André Ventura,11017
2026 - 2.ª volta,Valongo,André Ventura,15965
2026 - 2.ª volta,Vila do Conde,André Ventura,14912
2026 - 2.ª volta,Vila Nova de Gaia,André Ventura,44821
2026 - 2.ª volta,Trofa,André Ventura,7406
2026 - 2.ª volta,Abrantes,André Ventura,7391
2026 - 2.ª volta,Alcanena,André Ventura,2301
2026 - 2.ª volta,Almeirim,André Ventura,4225
2026 - 2.ª volta,Alpiarça,André Ventura,1279
2026 - 2.ª volta,Benavente,André Ventura,6388
2026 - 2.ª volta,Cartaxo,André Ventura,4428
2026 - 2.ª volta,Chamusca,André Ventura,1656
2026 - 2.ª volta,Constância,André Ventura,932
2026 - 2.ª volta,Coruche,André Ventura,3300
2026 - 2.ª volta,Entroncamento,André Ventura,3957
2026 - 2.ª volta,Ferreira do Zêzere,André Ventura,1489
2026 - 2.ª volta,Mação,André Ventura,1364
2026 - 2.ª volta,Rio Maior,André Ventura,1401
2026 - 2.ª volta,Salvaterra de Magos,André Ventura,3699
2026 - 2.ª volta,Santarém,André Ventura,5205
2026 - 2.ª volta,Sardoal,André Ventura,722
2026 - 2.ª volta,Tomar,André Ventura,6570
2026 - 2.ª volta,Torres Novas,André Ventura,6298
2026 - 2.ª volta,Vila Nova da Barquinha,André Ventura,1721
2026 - 2.ª volta,Ourém,André Ventura,8774
2026 - 2.ª volta,Alcochete,André Ventura,3335
2026 - 2.ª volta,Almada,André Ventura,24775
2026 - 2.ª volta,Barreiro,André Ventura,11447
2026 - 2.ª volta,Grândola,André Ventura,2140
2026 - 2.ª volta,Moita,André Ventura,12005
2026 - 2.ª volta,Montijo,André Ventura,9946
2026 - 2.ª volta,Palmela,André Ventura,13463
2026 - 2.ª volta,Santiago do Cacém,André Ventura,4431
2026 - 2.ª volta,Seixal,André Ventura,28056
2026 - 2.ª volta,Sesimbra,André Ventura,10429
2026 - 2.ª volta,Setúbal,André Ventura,20426
2026 - 2.ª volta,Sines,André Ventura,1976
2026 - 2.ª volta,Arcos de Valdevez,André Ventura,3619
2026 - 2.ª volta,Caminha,André Ventura,2948
2026 - 2.ª volta,Melgaço,André Ventura,970
2026 - 2.ª volta,Monção,André Ventura,3278
2026 - 2.ª volta,Paredes de Coura,André Ventura,1405
2026 - 2.ª volta,Ponte da Barca,André Ventura,1944
2026 - 2.ª volta,Ponte de Lima,André Ventura,8984
2026 - 2.ª volta,Valença,André Ventura,2934
2026 - 2.ª volta,Viana do Castelo,André Ventura,14858
2026 - 2.ª volta,Vila Nova de Cerveira,André Ventura,1800
2026 - 2.ª volta,Alijó,André Ventura,1877
2026 - 2.ª volta,Boticas,André Ventura,1053
2026 - 2.ª volta,Chaves,André Ventura,8060
2026 - 2.ª volta,Mesão Frio,André Ventura,516
2026 - 2.ª volta,Mondim de Basto,André Ventura,1201
2026 - 2.ª volta,Montalegre,André Ventura,1723
2026 - 2.ª volta,Murça,André Ventura,1076
2026 - 2.ª volta,Peso da Régua,André Ventura,2407
2026 - 2.ª volta,Ribeira de Pena,André Ventura,940
2026 - 2.ª volta,Sabrosa,André Ventura,1108
2026 - 2.ª volta,Santa Marta de Penaguião,André Ventura,1040
2026 - 2.ª volta,Valpaços,André Ventura,3146
2026 - 2.ª volta,Vila Pouca de Aguiar,André Ventura,2343
2026 - 2.ª volta,Vila Real,André Ventura,9112
2026 - 2.ª volta,Armamar,André Ventura,1218
2026 - 2.ª volta,Carregal do Sal,André Ventura,1792
2026 - 2.ª volta,Castro Daire,André Ventura,2748
2026 - 2.ª volta,Cinfães,André Ventura,2592
2026 - 2.ª volta,Lamego,André Ventura,4586
2026 - 2.ª volta,Mangualde,André Ventura,3491
2026 - 2.ª volta,Moimenta da Beira,André Ventura,2016
2026 - 2.ª volta,Mortágua,André Ventura,1098
2026 - 2.ª volta,Nelas,André Ventura,2351
2026 - 2.ª volta,Oliveira de Frades,André Ventura,1924
2026 - 2.ª volta,Penalva do Castelo,André Ventura,1406
2026 - 2.ª volta,Penedono,André Ventura,569
2026 - 2.ª volta,Resende,André Ventura,1514
2026 - 2.ª volta,Santa Comba Dão,André Ventura,1747
2026 - 2.ª volta,São João da Pesqueira,André Ventura,1417
2026 - 2.ª volta,São Pedro do Sul,André Ventura,2758
2026 - 2.ª volta,Sátão,André Ventura,2305
2026 - 2.ª volta,Sernancelhe,André Ventura,1176
2026 - 2.ª volta,Tabuaço,André Ventura,1075
2026 - 2.ª volta,Tarouca,André Ventura,1611
2026 - 2.ª volta,Tondela,André Ventura,4539
2026 - 2.ª volta,Vila Nova de Paiva,André Ventura,990
2026 - 2.ª volta,Viseu,André Ventura,17749
2026 - 2.ª volta,Vouzela,André Ventura,1773
2026 - 2.ª volta,Águeda,António José Seguro,14731
2026 - 2.ª volta,Albergaria-a-Velha,António José Seguro,7528
2026 - 2.ª volta,Anadia,António José Seguro,8804
2026 - 2.ª volta,Arouca,António José Seguro,7564
2026 - 2.ª volta,Aveiro,António José Seguro,28561
2026 - 2.ª volta,Castelo de Paiva,António José Seguro,5698
2026 - 2.ª volta,Espinho,António José Seguro,12573
2026 - 2.ª volta,Estarreja,António José Seguro,8109
2026 - 2.ª volta,Santa Maria da Feira,António José Seguro,50095
2026 - 2.ª volta,Ílhavo,António José Seguro,12170
2026 - 2.ª volta,Mealhada,António José Seguro,6789
2026 - 2.ª volta,Murtosa,António José Seguro,2754
2026 - 2.ª volta,Oliveira de Azeméis,António José Seguro,23808
2026 - 2.ª volta,Oliveira do Bairro,António José Seguro,6533
2026 - 2.ª volta,Ovar,António José Seguro,20564
2026 - 2.ª volta,São João da Madeira,António José Seguro,8092
2026 - 2.ª volta,Sever do Vouga,António José Seguro,3837
2026 - 2.ª volta,Vagos,António José Seguro,6482
2026 - 2.ª volta,Vale de Cambra,António José Seguro,7809
2026 - 2.ª volta,Aljustrel,António José Seguro,2756
2026 - 2.ª volta,Almodôvar,António José Seguro,1779
2026 - 2.ª volta,Alvito,António José Seguro,704
2026 - 2.ª volta,Barrancos,António José Seguro,399
2026 - 2.ª volta,Beja,António José Seguro,10020
2026 - 2.ª volta,Castro Verde,António José Seguro,2174
2026 - 2.ª volta,Cuba,António José Seguro,1312
2026 - 2.ª volta,Ferreira do Alentejo,António José Seguro,2250
2026 - 2.ª volta,Mértola,António José Seguro,2126
2026 - 2.ª volta,Moura,António José Seguro,3312
2026 - 2.ª volta,Odemira,António José Seguro,6701
2026 - 2.ª volta,Ourique,António José Seguro,1471
2026 - 2.ª volta,Serpa,António José Seguro,4499
2026 - 2.ª volta,Vidigueira,António José Seguro,1510
2026 - 2.ª volta,Amares,António José Seguro,6655
2026 - 2.ª volta,Barcelos,António José Seguro,42229
2026 - 2.ª volta,Braga,António José Seguro,73160
2026 - 2.ª volta,Cabeceiras de Basto,António José Seguro,6088
2026 - 2.ª volta,Celorico de Basto,António José Seguro,6574
2026 - 2.ª volta,Esposende,António José Seguro,12737
2026 - 2.ª volta,Fafe,António José Seguro,17948
2026 - 2.ª volta,Guimarães,António José Seguro,63072
2026 - 2.ª volta,Póvoa de Lanhoso,António José Seguro,7751
2026 - 2.ª volta,Terras de Bouro,António José Seguro,2084
2026 - 2.ª volta,Vieira do Minho,António José Seguro,4027
2026 - 2.ª volta,Vila Nova de Famalicão,António José Seguro,51374
2026 - 2.ª volta,Vila Verde,António José Seguro,14859
2026 - 2.ª volta,Vizela,António José Seguro,9513
2026 - 2.ª volta,Alfândega da Fé,António José Seguro,1370
2026 - 2.ª volta,Bragança,António José Seguro,10312
2026 - 2.ª volta,Carrazeda de Ansiães,António José Seguro,1770
2026 - 2.ª volta,Freixo de Espada à Cinta,António José Seguro,826
2026 - 2.ª volta,Macedo de Cavaleiros,António José Seguro,4365
2026 - 2.ª volta,Miranda do Douro,António José Seguro,1866
2026 - 2.ª volta,Mirandela,António José Seguro,6021
2026 - 2.ª volta,Mogadouro,António José Seguro,2257
2026 - 2.ª volta,Torre de Moncorvo,António José Seguro,2048
2026 - 2.ª volta,Vila Flor,António José Seguro,1858
2026 - 2.ª volta,Vimioso,António José Seguro,1161
2026 - 2.ª volta,Vinhais,António José Seguro,2345
2026 - 2.ª volta,Belmonte,António José Seguro,2138
2026 - 2.ª volta,Castelo Branco,António José Seguro,18137
2026 - 2.ª volta,Covilhã,António José Seguro,18660
2026 - 2.ª volta,Fundão,António José Seguro,9414
2026 - 2.ª volta,Idanha-a-Nova,António José Seguro,2631
2026 - 2.ª volta,Oleiros,António José Seguro,1618
